reaction,unique_aer_id_number,original_receive_date,number_of_animals_affected,primary_reporter,number_of_animals_treated,drug,onset_date,report_id,type_of_information,receiver.organization,receiver.street_address,receiver.city,receiver.state,receiver.postal_code,receiver.country,health_assessment_prior_to_exposure.assessed_by,animal.species,animal.gender,animal.age.min,animal.age.max,animal.age.unit,animal.age.qualifier,animal.weight.min,animal.weight.max,animal.weight.unit,animal.weight.qualifier,animal.breed.is_crossbred,animal.breed.breed_component,animal.reproductive_status,animal.female_animal_physiological_status,outcome
"[{'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '1043', 'veddra_term_name': 'Weight loss'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '2049', 'veddra_term_name': 'Elevated AST'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}, {'veddra_version': '2', 'veddra_term_code': '99679', 'veddra_term_name': 'PR-SPLEEN, LESION(S)'}]",USA-USFDACVM-2015-US-068307,19870611,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870611,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,7.00,,Year,Measured,39.920,,Kilogram,Measured,false,Doberman Pinscher,Neutered,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '981', 'veddra_term_name': 'Death by euthanasia'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '2047', 'veddra_term_name': 'Elevated BUN'}, {'veddra_version': '11', 'veddra_term_code': '2048', 'veddra_term_name': 'Elevated creatinine'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}]",USA-USFDACVM-2015-US-059894,19870605,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Capsule', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N120161'}, 'atc_vet_code': 'QJ01FF01', 'active_ingredients': [{'name': 'Clindamycin Hydrochloride', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N120161,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,14.00,,Year,Measured,5.900,,Kilogram,Measured,false,Crossbred Canine/dog,,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '658', 'veddra_term_name': 'Recumbency'}, {'veddra_version': '11', 'veddra_term_code': '1023', 'veddra_term_name': 'Weakness'}]",USA-USFDACVM-2015-US-031397,19870629,40000,Other,300000,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'atc_vet_code': 'QP51AH03', 'active_ingredients': [{'name': 'Monensin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870629,N038878,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Turkey,Mixed,5.00,5.00,Week,Measured,1.360,1.360,Kilogram,Measured,false,Turkey (unknown),,,"[{'medical_status': 'Died', 'number_of_animals_affected': '403'}]"
"[{'veddra_version': '11', 'veddra_term_code': '1012', 'veddra_term_name': 'Pain NOS'}, {'veddra_version': '11', 'veddra_term_code': '119', 'veddra_term_name': 'Restlessness'}]",USA-USFDACVM-2015-US-070941,19870610,20,Other,20,"[{'route': 'Topical', 'brand_name': 'MSK', 'dosage_form': 'Solution', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N139877'}, 'atc_vet_code': 'QP52AE01', 'active_ingredients': [{'name': 'Levamisole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870610,N139877,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Unknown,.00,.00,C17998,Measured,,,,Unknown,false,Crossbred Bovine/Cattle,,,
"[{'veddra_version': '11', 'veddra_term_code': '91', 'veddra_term_name': 'Injection site swelling'}]",USA-USFDACVM-2015-US-051912,19870603,2,Other,2,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Solution', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N102437'}, 'atc_vet_code': 'QP52AE01', 'active_ingredients': [{'name': 'Levamisole Phosphate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870603,N102437,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,18.00,18.00,Month,Measured,,,,Unknown,false,Guernsey,,,
"[{'veddra_version': '11', 'veddra_term_code': '631', 'veddra_term_name': 'Central nervous system disorder NOS'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-066369,19870605,20,Other,200,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N135008'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N135008,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Pig,Male,8.00,8.00,Week,Measured,22.680,22.680,Kilogram,Measured,false,Crossbred Porcine/Pig,Neutered,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '10'}]"
"[{'veddra_version': '11', 'veddra_term_code': '263', 'veddra_term_name': 'Abdominal pain'}, {'veddra_version': '11', 'veddra_term_code': '302', 'veddra_term_name': 'Diarrhoea'}]",USA-USFDACVM-2015-US-070334,19870421,1,Other,2,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Paste', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138954'}, 'atc_vet_code': 'QP52AC59', 'active_ingredients': [{'name': 'Mebendazole, Trichlorfon', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870421,N138954,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Male,.00,,C17998,Measured,167.830,,Kilogram,Measured,false,Miniature,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1032', 'veddra_term_name': 'Fever'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '2049', 'veddra_term_name': 'Elevated AST'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '2238', 'veddra_term_name': 'Elevated gamma-glutamyl transferase (GGT)'}, {'veddra_version': '11', 'veddra_term_code': '2265', 'veddra_term_name': 'Decreased cholesterol (total)'}, {'veddra_version': '11', 'veddra_term_code': '1883', 'veddra_term_name': 'Hypoalbuminaemia'}, {'veddra_version': '2', 'veddra_term_code': '99255', 'veddra_term_name': 'HYPERGLOBULINEMIA'}]",USA-USFDACVM-2015-US-068258,19870409,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870409,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,9.00,,Year,Measured,24.040,,Kilogram,Measured,false,Crossbred Canine/dog,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '854', 'veddra_term_name': 'Tachypnoea'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1180', 'veddra_term_name': 'Respiratory tract disorder NOS'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}]",USA-USFDACVM-2015-US-063477,19870516,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870516,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,7.00,,Year,Measured,9.070,,Kilogram,Measured,false,Sheepdog - Beauce (Beauceron),,,
"[{'veddra_version': '11', 'veddra_term_code': '932', 'veddra_term_name': 'Dermatitis'}]",USA-USFDACVM-2015-US-015545,19870501,1,Other,1,"[{'route': 'Topical', 'used_according_to_label': 'false', 'off_label_use': 'Species Off-Label ', 'brand_name': 'MSK', 'dosage_form': 'Solution', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N005236'}, 'atc_vet_code': 'QD08AX', 'active_ingredients': [{'name': 'Mercaptobenzothiazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870501,N005236,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Human,Unknown,.00,,C17998,Measured,,,,Unknown,,,,,
"[{'veddra_version': '11', 'veddra_term_code': '1057', 'veddra_term_name': 'Coagulopathy'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1030', 'veddra_term_name': 'Ascites'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '2049', 'veddra_term_name': 'Elevated AST'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '1883', 'veddra_term_name': 'Hypoalbuminaemia'}, {'veddra_version': '', 'veddra_term_code': '2270', 'veddra_term_name': 'Low fibrinogen level'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}]",USA-USFDACVM-2015-US-068270,19870424,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870424,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,8.00,,Year,Measured,10.430,,Kilogram,Measured,false,Lhasa Apso,Neutered,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '302', 'veddra_term_name': 'Diarrhoea'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '2', 'veddra_term_code': '99619', 'veddra_term_name': 'PR-HEART, LESION(S)'}]",-USFDACVM-2015-FN-000776,19870624,15,Other,117,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'atc_vet_code': 'QP51AH03', 'active_ingredients': [{'name': 'Monensin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870624,N095735,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Mixed,.00,.00,C17998,Measured,,,,Unknown,false,Hereford cattle,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '981', 'veddra_term_name': 'Death by euthanasia'}, {'veddra_version': '11', 'veddra_term_code': '2047', 'veddra_term_name': 'Elevated BUN'}, {'veddra_version': '11', 'veddra_term_code': '2048', 'veddra_term_name': 'Elevated creatinine'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}]",USA-USFDACVM-2015-US-068321,19870629,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870629,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,8.00,,Year,Measured,17.240,,Kilogram,Measured,false,Crossbred Canine/dog,Neutered,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '2', 'veddra_term_code': '99619', 'veddra_term_name': 'PR-HEART, LESION(S)'}]",USA-USFDACVM-2015-US-047032,19870629,10,Other,2070,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'atc_vet_code': 'QP51AH03', 'active_ingredients': [{'name': 'Monensin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870629,N095735,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Mixed,12.00,12.00,Month,Measured,260.820,260.820,Kilogram,Measured,false,Brahman,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '10'}]"
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '320', 'veddra_term_name': 'Ruminal bloat'}]",USA-USFDACVM-2015-US-047030,19870416,50,Other,2500,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'atc_vet_code': 'QP51AH03', 'active_ingredients': [{'name': 'Monensin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870416,N095735,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Mixed,18.00,18.00,Month,Measured,385.550,385.550,Kilogram,Measured,false,Crossbred Bovine/Cattle,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '5'}]"
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '2', 'veddra_term_code': '99654', 'veddra_term_name': 'PR-MUSCLE(S), LESION(S)'}]",USA-USFDACVM-2015-US-063479,19870605,11,Other,300,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,18.00,18.00,Month,Measured,308.440,308.440,Kilogram,Measured,false,Brahman,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '3'}]"
"[{'veddra_version': '2', 'veddra_term_code': '99951', 'veddra_term_name': 'UNPALATABLE'}]",-USFDACVM-2015-FN-000777,19870624,2500,Other,2500,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'atc_vet_code': 'QP51AH03', 'active_ingredients': [{'name': 'Monensin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870624,N095735,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Sheep,Female,12.00,12.00,Month,Measured,59.870,59.870,Kilogram,Measured,false,Suffolk sheep,,,
"[{'veddra_version': '11', 'veddra_term_code': '2043', 'veddra_term_name': 'Residues in milk'}]",USA-USFDACVM-2015-US-048938,19870610,5,Other,5,"[{'route': 'Intramammary', 'brand_name': 'MSK', 'dosage_form': 'Gel', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N097222'}, 'atc_vet_code': 'QJ51DB08', 'active_ingredients': [{'name': 'Cephapirin Sodium', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870610,N097222,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,.00,.00,C17998,Measured,,,,Unknown,false,Cattle (unknown),,,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '2269', 'veddra_term_name': 'Elevated lactic acid dehydrogenase (LDH)'}]",USA-USFDACVM-2015-US-068299,19870604,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870604,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,6.00,,Year,Measured,34.020,,Kilogram,Measured,false,Rottweiler,Neutered,NOT APPLICABLE,
